map,map_number,match_type,match_date,match_id,event_name,head2head_team1_wins,head2head_team2_wins,head2head_map_team1,head2head_map_team2,team_1_players_id,team2_players_id,team_1_players_name,team_2_players_name,map_pick_team_1,map_pick_team_2,team1, team1_id,team1_rank,team1_result,team1_wins_1_month,team1_loses_1_month,team1_wins_3_month,team1_loses_3_month,team1_wr_1_month,team1_wr_3_month,team1_map_played_in_1_month,team1_map_played_in_3_month,team1_last_map_win,team_2,team_2_id,team2_rank,team2_result,team2_wins_1_month,team2_loses_1_month,team2_wins_3_month,team2_loses_3_month,team2_wr_1_month,team2_wr_3_month,team2_map_played_in_1_month,team2_map_played_in_3_month,team2_last_map_win,map_winner_team1,map_winner_team2
de_nuke,1,bo3,2022-01-16,2353945,WePlay Academy League Season 3,5,0,0,0,15569 16726 21012 16486 19310,16705 16718 16886 21199 20299,sapec phzy ro1f ztr lnz,altekz fessor vigg0 mistr brzer,0,1,young ninjas,10960,94,12,0,2,1,6,0.0,0.14285714285714285,2,7,0,astralis talent,10954,127,16,2,0,2,0,1.0,0,2,2,0,0,1
de_overpass,2,bo3,2022-01-16,2353945,WePlay Academy League Season 3,5,0,0,0,15569 16726 21012 16486 19310,16705 16718 16886 21199 20299,sapec phzy ro1f ztr lnz,altekz fessor vigg0 mistr brzer,1,0,young ninjas,10960,94,12,1,1,5,5,0.5,0.5,2,10,0,astralis talent,10954,127,16,2,2,2,3,0.4,0,4,5,0,0,1
de_mirage,1,bo3,2022-01-16,2354068,UESF Parimatch Ukrainian Super Cup 2021,0,0,0,0,17153 18240 19590 19617 19614,20228 18227 16563 20475 21452,uqlutzavr smash byr9 amster s4,j3kie sensei psycho neiter2k kvem,0,1,ec kyiv,10888,74,7,2,2,5,4,0.5,0.5555555555555556,4,9,0,run or die,11385,72,16,3,0,8,1,0.8888888888888888,0,3,9,0,0,1
de_inferno,2,bo3,2022-01-16,2354068,UESF Parimatch Ukrainian Super Cup 2021,0,0,0,0,17153 18240 19590 19617 19614,20228 18227 16563 20475 21452,uqlutzavr smash byr9 amster s4,j3kie sensei psycho neiter2k kvem,1,0,ec kyiv,10888,74,6,2,1,9,3,0.6666666666666666,0.75,3,12,0,run or die,11385,72,16,1,0,5,2,0.7142857142857143,0,1,7,0,0,1
de_inferno,1,bo1,2022-01-16,2354077,ESEA Winter 2021 Cash Cup 2 North America,0,0,1,0,19174 19177 21091 20765 21058,20393 18629 20202 21060 21724,walker consti pol0 elk fr3nk1e,xzen munk jdubs subarashii retnuh,0,0,onet4p,11254,147,16,1,1,3,4,0.5,0.42857142857142855,2,7,1,big chillin,9875,229,4,0,1,0,6,0.0,0,1,6,0,1,0
de_nuke,1,bo3,2022-01-15,2354066,Liga Gamers Club 2021 Serie A December Cup,4,3,0,0,11342 18963 21170 17181 19150,16831 18875 20897 20522 21099,skip suplex koala naitte paiva,w1 ricioli matios gbb bsd,1,0,elevate,5775,126,16,1,1,1,1,0.5,0.5,2,2,0,sws,10709,Unranked,7,2,2,9,6,0.6,0,4,15,0,1,0
de_inferno,2,bo3,2022-01-15,2354066,Liga Gamers Club 2021 Serie A December Cup,4,3,0,0,11342 18963 21170 17181 19150,16831 18875 20897 20522 21099,skip suplex koala naitte paiva,w1 ricioli matios gbb bsd,0,1,elevate,5775,126,6,1,2,1,2,0.3333333333333333,0.3333333333333333,3,3,0,sws,10709,Unranked,16,2,2,7,6,0.5384615384615384,0,4,13,0,0,1
de_mirage,3,bo3,2022-01-15,2354066,Liga Gamers Club 2021 Serie A December Cup,4,3,0,0,11342 18963 21170 17181 19150,16831 18875 20897 20522 21099,skip suplex koala naitte paiva,w1 ricioli matios gbb bsd,0,0,elevate,5775,126,11,0,1,0,1,0.0,0.0,1,1,0,sws,10709,Unranked,16,1,0,5,1,0.8333333333333334,0,1,6,0,0,1
de_nuke,1,bo1,2022-01-16,2354076,ESEA Winter 2021 Cash Cup 2 North America,3,3,0,1,13230 17796 17445 16811 10611,17929 17930 19705 18838 18295,motm sprayxd wilky mistem fadey,walco wiz chop hext jitter,0,0,cs,11496,95,14,0,1,0,1,0.0,0.0,1,1,0,rbg,10258,52,16,2,1,5,8,0.38461538461538464,0,3,13,1,0,1
de_nuke,1,bo1,2022-01-16,2354073,ESEA Winter 2021 Cash Cup 2 North America,0,0,1,0,13250 15090 16546 12102 12113,20578 20573 19156 20511 21723,ben1337 pwnalone cynic djay jonji,arcade andrew krotomo striider spek,0,0,party astronauts,8038,35,16,1,1,13,7,0.5,0.65,2,20,1,incontrol,7720,132,11,0,1,2,1,0.6666666666666666,0,1,3,0,1,0
de_inferno,1,bo1,2022-01-15,2354072,ESEA Winter 2021 Cash Cup 2 North America,0,0,0,0,14799 16893 19128 17510 19125,10624 17515 18599 19476 21127,brett stamina slight j0lz saturn,chuti fenom eric sharkie calix,0,0,strife,11298,68,16,3,1,4,5,0.75,0.4444444444444444,4,9,0,umomd,11495,Unranked,6,0,1,0,1,0.0,0,1,1,0,1,0
de_inferno,1,bo3,2022-01-15,2353944,WePlay Academy League Season 3,2,0,0,0,20974 20973 20975 21243 21249,20710 20711 20709 13156 21709,duggyversus fola colorzz wicadia kenshin,cheerful lom1k r3salt rufire delus1onn,1,0,eternal fire academy,11458,156,22,2,1,2,1,0.6666666666666666,0.6666666666666666,3,3,0,vp.prodigy,10864,96,19,0,1,0,1,0.0,0,1,1,0,1,0
de_ancient,2,bo3,2022-01-15,2353944,WePlay Academy League Season 3,2,0,0,0,20974 20973 20975 21243 21249,20710 20711 20709 13156 21709,duggyversus fola colorzz wicadia kenshin,cheerful lom1k r3salt rufire delus1onn,0,1,eternal fire academy,11458,156,2,0,1,0,1,0.0,0.0,1,1,0,vp.prodigy,10864,96,16,1,0,1,0,1.0,0,1,1,0,0,1
de_vertigo,3,bo3,2022-01-15,2353944,WePlay Academy League Season 3,2,0,1,0,20974 20973 20975 21243 21249,20710 20711 20709 13156 21709,duggyversus fola colorzz wicadia kenshin,cheerful lom1k r3salt rufire delus1onn,0,0,eternal fire academy,11458,156,5,1,1,1,1,0.5,0.5,2,2,1,vp.prodigy,10864,96,16,2,2,2,2,0.5,0,4,4,0,0,1
de_overpass,1,bo3,2022-01-15,2353943,WePlay Academy League Season 3,1,1,0,0,19592 21707 21708 20700 21706,16705 16718 16886 21199 20299,headtr1ck unbr0ken nipl latt1kk fen2k,altekz fessor vigg0 mistr brzer,0,1,navi junior,10371,100,16,1,0,2,1,1.0,0.6666666666666666,1,3,0,astralis talent,10954,127,14,1,2,1,3,0.25,0,3,4,0,1,0
de_mirage,2,bo3,2022-01-15,2353943,WePlay Academy League Season 3,1,1,0,0,19592 21707 21708 20700 21706,16705 16718 16886 21199 20299,headtr1ck unbr0ken nipl latt1kk fen2k,altekz fessor vigg0 mistr brzer,1,0,navi junior,10371,100,10,0,2,1,3,0.0,0.25,2,4,0,astralis talent,10954,127,16,1,0,1,0,1.0,0,1,1,0,0,1
de_vertigo,3,bo3,2022-01-15,2353943,WePlay Academy League Season 3,1,1,1,1,19592 21707 21708 20700 21706,16705 16718 16886 21199 20299,headtr1ck unbr0ken nipl latt1kk fen2k,altekz fessor vigg0 mistr brzer,0,0,navi junior,10371,100,8,3,2,3,3,0.6,0.5,5,6,1,astralis talent,10954,127,16,3,5,5,6,0.45454545454545453,0,8,11,1,0,1
de_nuke,1,bo3,2022-01-15,2353927,UESF Parimatch Ukrainian Super Cup 2021,1,4,1,0,20421 20425 20424 16147 19733,20228 18227 16563 20475 21452,kr1vda r1nkle hkta cptkurtka023 demqq,j3kie sensei psycho neiter2k kvem,1,0,b8,11241,123,16,4,0,6,1,1.0,0.8571428571428571,4,7,1,run or die,11385,72,10,0,1,1,2,0.3333333333333333,0,1,3,0,1,0
de_mirage,2,bo3,2022-01-15,2353927,UESF Parimatch Ukrainian Super Cup 2021,1,4,0,1,20421 20425 20424 16147 19733,20228 18227 16563 20475 21452,kr1vda r1nkle hkta cptkurtka023 demqq,j3kie sensei psycho neiter2k kvem,0,1,b8,11241,123,14,3,1,3,2,0.75,0.6,4,5,0,run or die,11385,72,16,1,0,6,1,0.8571428571428571,0,1,7,1,0,1
de_dust2,3,bo3,2022-01-15,2353927,UESF Parimatch Ukrainian Super Cup 2021,1,4,0,1,20421 20425 20424 16147 19733,20228 18227 16563 20475 21452,kr1vda r1nkle hkta cptkurtka023 demqq,j3kie sensei psycho neiter2k kvem,0,0,b8,11241,123,16,1,1,1,2,0.5,0.3333333333333333,2,3,0,run or die,11385,72,9,1,1,2,4,0.3333333333333333,0,2,6,1,1,0
de_inferno,1,bo3,2022-01-15,2353928,UESF Parimatch Ukrainian Super Cup 2021,0,0,0,0,20506 17275 12244 15374 19776,17153 18240 19590 19617 19614,wonderful-y qweall sergiz h1glain ao,uqlutzavr smash byr9 amster s4,0,1,doge soldiers,11463,154,10,1,1,1,1,0.5,0.5,2,2,0,ec kyiv,10888,74,16,2,0,9,2,0.8181818181818182,0,2,11,0,0,1
de_mirage,2,bo3,2022-01-15,2353928,UESF Parimatch Ukrainian Super Cup 2021,0,0,0,0,20506 17275 12244 15374 19776,17153 18240 19590 19617 19614,wonderful-y qweall sergiz h1glain ao,uqlutzavr smash byr9 amster s4,1,0,doge soldiers,11463,154,12,1,1,1,1,0.5,0.5,2,2,0,ec kyiv,10888,74,16,2,1,5,3,0.625,0,3,8,0,0,1
de_nuke,1,bo3,2022-01-15,2353948,Liga Gamers Club 2021 Serie A December Cup,1,1,0,0,11342 18963 21170 17181 19150,17225 17801 16774 16996 19991,skip suplex koala naitte paiva,vla unk gyzer lukz hoax,0,1,elevate,5775,126,17,1,1,1,1,0.5,0.5,2,2,0,stars horizon,11412,162,19,1,0,3,0,1.0,0,1,3,0,0,1
de_vertigo,2,bo3,2022-01-15,2353948,Liga Gamers Club 2021 Serie A December Cup,1,1,0,0,11342 18963 21170 17181 19150,17225 17801 16774 16996 19991,skip suplex koala naitte paiva,vla unk gyzer lukz hoax,1,0,elevate,5775,126,16,1,0,1,0,1.0,1.0,1,1,0,stars horizon,11412,162,8,0,3,1,4,0.2,0,3,5,0,1,0
de_inferno,3,bo3,2022-01-15,2353948,Liga Gamers Club 2021 Serie A December Cup,1,1,0,0,11342 18963 21170 17181 19150,17225 17801 16774 16996 19991,skip suplex koala naitte paiva,vla unk gyzer lukz hoax,0,0,elevate,5775,126,16,1,2,1,2,0.3333333333333333,0.3333333333333333,3,3,0,stars horizon,11412,162,10,1,1,1,1,0.5,0,2,2,0,1,0
de_inferno,1,bo3,2022-01-14,2353949,Liga Gamers Club 2021 Serie A December Cup,2,1,1,0,16831 18875 20897 20522 21099,15920 19275 11733 10810 19831,w1 ricioli matios gbb bsd,kurg4n lealzinho brnz1k fp1 proshow,1,0,sws,10709,190,14,1,2,6,6,0.3333333333333333,0.5,3,12,1,redragon,11015,Unranked,16,2,0,2,1,0.6666666666666666,0,2,3,0,0,1
de_dust2,2,bo3,2022-01-14,2353949,Liga Gamers Club 2021 Serie A December Cup,2,1,0,1,16831 18875 20897 20522 21099,15920 19275 11733 10810 19831,w1 ricioli matios gbb bsd,kurg4n lealzinho brnz1k fp1 proshow,0,1,sws,10709,190,16,3,0,7,4,1.0,0.6363636363636364,3,11,0,redragon,11015,Unranked,13,2,1,3,1,0.75,0,3,4,1,1,0
de_vertigo,3,bo3,2022-01-14,2353949,Liga Gamers Club 2021 Serie A December Cup,2,1,0,0,16831 18875 20897 20522 21099,15920 19275 11733 10810 19831,w1 ricioli matios gbb bsd,kurg4n lealzinho brnz1k fp1 proshow,0,0,sws,10709,190,5,0,4,1,6,0.0,0.14285714285714285,4,7,0,redragon,11015,Unranked,16,2,0,2,0,1.0,0,2,2,0,0,1
de_mirage,1,bo3,2022-01-14,2353942,WePlay Academy League Season 3,0,2,0,1,14010 20183 20184 20085 20577,20710 20711 20709 13156 21709,zmb decenty hps kauez bruninho,cheerful lom1k r3salt rufire delus1onn,1,0,furia academy,8885,164,16,2,4,3,7,0.3333333333333333,0.3,6,10,0,vp.prodigy,10864,96,14,2,4,2,4,0.3333333333333333,0,6,6,1,1,0
de_vertigo,2,bo3,2022-01-14,2353942,WePlay Academy League Season 3,0,2,0,0,14010 20183 20184 20085 20577,20710 20711 20709 13156 21709,zmb decenty hps kauez bruninho,cheerful lom1k r3salt rufire delus1onn,0,1,furia academy,8885,164,6,0,2,0,5,0.0,0.0,2,5,0,vp.prodigy,10864,96,16,1,2,1,2,0.3333333333333333,0,3,3,0,0,1
de_nuke,3,bo3,2022-01-14,2353942,WePlay Academy League Season 3,0,2,0,0,14010 20183 20184 20085 20577,20710 20711 20709 13156 21709,zmb decenty hps kauez bruninho,cheerful lom1k r3salt rufire delus1onn,0,0,furia academy,8885,164,6,0,1,2,3,0.0,0.4,1,5,0,vp.prodigy,10864,96,16,1,0,1,0,1.0,0,1,1,0,0,1
de_ancient,1,bo3,2022-01-14,2353941,WePlay Academy League Season 3,1,2,0,0,16705 16718 16886 21199 20299,11109 15949 18029 20123 20625,altekz fessor vigg0 mistr brzer,kevve peppzor kst regali banjo,0,1,astralis talent,10954,127,1,0,1,1,1,0.0,0.5,1,2,0,fnatic rising,11195,88,16,1,0,3,0,1.0,0,1,3,0,0,1
de_nuke,2,bo3,2022-01-14,2353941,WePlay Academy League Season 3,1,2,0,0,16705 16718 16886 21199 20299,11109 15949 18029 20123 20625,altekz fessor vigg0 mistr brzer,kevve peppzor kst regali banjo,1,0,astralis talent,10954,127,16,1,0,1,0,1.0,1.0,1,1,0,fnatic rising,11195,88,14,0,1,1,4,0.2,0,1,5,0,1,0
de_overpass,3,bo3,2022-01-14,2353941,WePlay Academy League Season 3,1,2,0,1,16705 16718 16886 21199 20299,11109 15949 18029 20123 20625,altekz fessor vigg0 mistr brzer,kevve peppzor kst regali banjo,0,0,astralis talent,10954,127,16,1,1,1,3,0.5,0.25,2,4,0,fnatic rising,11195,88,14,1,2,3,2,0.6,0,3,5,1,1,0
de_dust2,1,bo3,2022-01-13,2353947,Liga Gamers Club 2021 Serie A December Cup,2,1,0,0,17225 17801 16774 16996 19991,14011 18610 20885 16835 21700,vla unk gyzer lukz hoax,r4ul detr0ittj freq ponter brn,0,1,stars horizon,11412,162,16,1,1,1,2,0.5,0.3333333333333333,2,3,0,black dragons,7081,Unranked,4,0,2,0,2,0.0,0,2,2,0,1,0
de_vertigo,2,bo3,2022-01-13,2353947,Liga Gamers Club 2021 Serie A December Cup,2,1,0,0,17225 17801 16774 16996 19991,14011 18610 20885 16835 21700,vla unk gyzer lukz hoax,r4ul detr0ittj freq ponter brn,1,0,stars horizon,11412,162,13,0,2,1,3,0.0,0.25,2,4,0,black dragons,7081,Unranked,16,2,0,2,0,1.0,0,2,2,0,0,1
de_inferno,3,bo3,2022-01-13,2353947,Liga Gamers Club 2021 Serie A December Cup,2,1,0,0,17225 17801 16774 16996 19991,14011 18610 20885 16835 21700,vla unk gyzer lukz hoax,r4ul detr0ittj freq ponter brn,0,0,stars horizon,11412,162,16,1,0,1,0,1.0,1.0,1,1,0,black dragons,7081,Unranked,10,0,2,0,2,0.0,0,2,2,0,1,0
de_inferno,1,bo3,2022-01-13,2353932,Liga Gamers Club 2021 Serie A December Cup,0,0,0,0,15920 19275 11733 10810 19831,11342 18963 21170 17181 19150,kurg4n lealzinho brnz1k fp1 proshow,skip suplex koala naitte paiva,0,1,redragon,11015,190,16,1,0,1,1,1.0,0.5,1,2,0,elevate,5775,126,8,0,1,0,1,0.0,0,1,1,0,1,0
de_dust2,2,bo3,2022-01-13,2353932,Liga Gamers Club 2021 Serie A December Cup,0,0,0,0,15920 19275 11733 10810 19831,11342 18963 21170 17181 19150,kurg4n lealzinho brnz1k fp1 proshow,skip suplex koala naitte paiva,1,0,redragon,11015,190,16,2,0,3,0,1.0,1.0,2,3,0,elevate,5775,126,7,0,1,0,1,0.0,0,1,1,0,1,0
de_dust2,1,bo3,2022-01-12,2353931,Liga Gamers Club 2021 Serie A December Cup,0,0,0,0,14011 18610 20885 16835 21700,16831 18875 20897 20522 21099,r4ul detr0ittj freq ponter brn,w1 ricioli matios gbb bsd,1,0,black dragons,7081,Unranked,14,0,1,0,1,0.0,0.0,1,1,0,sws,10709,Unranked,16,2,0,6,4,0.6,0,2,10,0,0,1
de_vertigo,2,bo3,2022-01-12,2353931,Liga Gamers Club 2021 Serie A December Cup,0,0,0,0,14011 18610 20885 16835 21700,16831 18875 20897 20522 21099,r4ul detr0ittj freq ponter brn,w1 ricioli matios gbb bsd,0,1,black dragons,7081,Unranked,16,1,0,1,0,1.0,1.0,1,1,0,sws,10709,Unranked,14,0,3,1,5,0.16666666666666666,0,3,6,0,1,0
de_inferno,3,bo3,2022-01-12,2353931,Liga Gamers Club 2021 Serie A December Cup,0,0,0,0,14011 18610 20885 16835 21700,16831 18875 20897 20522 21099,r4ul detr0ittj freq ponter brn,w1 ricioli matios gbb bsd,0,0,black dragons,7081,Unranked,11,0,1,0,1,0.0,0.0,1,1,0,sws,10709,Unranked,16,1,1,6,5,0.5454545454545454,0,2,11,0,0,1
de_mirage,1,bo1,2022-01-12,2353896,WePlay Academy League Season 3,0,5,0,0,20710 20711 20709 13156 21709,14929 20312 16820 17113 16847,cheerful lom1k r3salt rufire delus1onn,jdc xertion siuhy szejn mhl,0,0,vp.prodigy,10864,96,7,2,3,2,3,0.4,0.4,5,5,0,mouz nxt,11176,33,16,5,1,12,3,0.8,0,6,15,0,0,1
de_vertigo,1,bo1,2022-01-12,2353895,WePlay Academy League Season 3,4,0,0,0,14929 20312 16820 17113 16847,20710 20711 20709 13156 21709,jdc xertion siuhy szejn mhl,cheerful lom1k r3salt rufire delus1onn,0,0,mouz nxt,11176,33,16,1,0,8,1,1.0,0.8888888888888888,1,9,0,vp.prodigy,10864,96,12,0,2,0,2,0.0,0,2,2,0,1,0
de_nuke,1,bo1,2022-01-12,2353894,WePlay Academy League Season 3,0,1,0,0,20974 20973 20975 21243 21249,9081 19920 21348 20423 21710,duggyversus fola colorzz wicadia kenshin,s0tf1k kair0n artfr0st zont1x notineki,0,0,eternal fire academy,11458,156,12,0,1,0,1,0.0,0.0,1,1,0,spirit academy,7900,99,16,1,0,1,0,1.0,0,1,1,0,0,1
de_dust2,1,bo1,2022-01-12,2353893,WePlay Academy League Season 3,0,0,0,0,9081 19920 21348 20423 21710,20974 20973 20975 21243 21249,s0tf1k kair0n artfr0st zont1x notineki,duggyversus fola colorzz wicadia kenshin,0,0,spirit academy,7900,99,16,1,0,1,0,1.0,1.0,1,1,0,eternal fire academy,11458,156,8,0,1,0,1,0.0,0,1,1,0,1,0
de_vertigo,1,bo3,2022-01-12,2353930,Liga Gamers Club 2021 Serie A December Cup,0,1,0,0,17225 17801 16774 16996 19991,15920 19275 11733 10810 19831,vla unk gyzer lukz hoax,kurg4n lealzinho brnz1k fp1 proshow,1,0,stars horizon,11412,162,11,0,1,1,2,0.0,0.3333333333333333,1,3,0,redragon,11015,190,16,1,0,1,0,1.0,0,1,1,0,0,1
de_dust2,2,bo3,2022-01-12,2353930,Liga Gamers Club 2021 Serie A December Cup,0,1,0,0,17225 17801 16774 16996 19991,15920 19275 11733 10810 19831,vla unk gyzer lukz hoax,kurg4n lealzinho brnz1k fp1 proshow,0,1,stars horizon,11412,162,10,0,1,0,2,0.0,0.0,1,2,0,redragon,11015,190,16,1,0,2,0,1.0,0,1,2,0,0,1
de_inferno,1,bo1,2022-01-11,2353892,WePlay Academy League Season 3,1,0,0,1,15569 16726 21012 16486 19310,19592 21707 21708 20700 21706,sapec phzy ro1f ztr lnz,headtr1ck unbr0ken nipl latt1kk fen2k,0,0,young ninjas,10960,94,19,1,1,5,6,0.5,0.45454545454545453,2,11,0,navi junior,10371,100,15,1,2,4,2,0.6666666666666666,0,3,6,1,1,0
de_mirage,1,bo1,2022-01-11,2353891,WePlay Academy League Season 3,0,0,1,0,19592 21707 21708 20700 21706,15569 16726 21012 16486 19310,headtr1ck unbr0ken nipl latt1kk fen2k,sapec phzy ro1f ztr lnz,0,0,navi junior,10371,100,11,0,1,1,2,0.0,0.3333333333333333,1,3,1,young ninjas,10960,94,16,1,1,3,4,0.42857142857142855,0,2,7,0,0,1
de_vertigo,1,bo1,2022-01-11,2353890,WePlay Academy League Season 3,0,1,0,0,20104 19284 19899 20736 21468,11109 15949 18029 20123 20625,s1n prosus krimbo aqua hyped,kevve peppzor kst regali banjo,0,0,big academy,10254,79,12,2,1,2,2,0.6666666666666666,0.5,3,4,0,fnatic rising,11195,88,16,2,3,4,3,0.5714285714285714,0,5,7,0,0,1
de_inferno,1,bo1,2022-01-11,2353889,WePlay Academy League Season 3,0,0,0,0,11109 15949 18029 20123 20625,20104 19284 19899 20736 21468,kevve peppzor kst regali banjo,s1n prosus krimbo aqua hyped,0,0,fnatic rising,11195,88,19,1,0,4,6,1.0,0.4,1,10,0,big academy,10254,79,17,2,2,2,5,0.2857142857142857,0,4,7,0,1,0
de_mirage,1,bo1,2022-01-10,2353888,WePlay Academy League Season 3,1,0,0,0,20974 20973 20975 21243 21249,20710 20711 20709 13156 21709,duggyversus fola colorzz wicadia kenshin,cheerful lom1k r3salt rufire delus1onn,0,0,eternal fire academy,11458,156,16,1,2,1,2,0.3333333333333333,0.3333333333333333,3,3,0,vp.prodigy,10864,96,12,2,2,2,2,0.5,0,4,4,0,1,0
de_vertigo,1,bo1,2022-01-10,2353887,WePlay Academy League Season 3,0,0,0,0,20710 20711 20709 13156 21709,20974 20973 20975 21243 21249,cheerful lom1k r3salt rufire delus1onn,duggyversus fola colorzz wicadia kenshin,0,0,vp.prodigy,10864,96,8,0,1,0,1,0.0,0.0,1,1,0,eternal fire academy,11458,156,16,1,0,1,0,1.0,0,1,1,0,0,1
de_vertigo,1,bo1,2022-01-10,2353886,WePlay Academy League Season 3,1,0,0,0,9081 19920 21348 20423 21710,14010 20183 20184 20085 20577,s0tf1k kair0n artfr0st zont1x notineki,zmb decenty hps kauez bruninho,0,0,spirit academy,7900,150,16,1,0,1,0,1.0,1.0,1,1,0,furia academy,8885,Unranked,8,0,1,0,4,0.0,0,1,4,0,1,0
de_mirage,1,bo1,2022-01-10,2353885,WePlay Academy League Season 3,0,0,0,0,14010 20183 20184 20085 20577,9081 19920 21348 20423 21710,zmb decenty hps kauez bruninho,s0tf1k kair0n artfr0st zont1x notineki,0,0,furia academy,8885,150,9,1,4,2,7,0.2,0.2222222222222222,5,9,0,spirit academy,7900,Unranked,16,3,2,3,2,0.6,0,5,5,0,0,1
de_nuke,1,bo3,2022-01-09,2353924,NumberOne Season 2 Finals,0,1,0,0,20463 20464 21014 20462 20465,15118 18731 19964 147 19742,ddias ewjerkz ag1l story arrozdoce,sbt wasink sonesb sixer drac,1,0,ftw,7379,107,16,1,0,1,5,1.0,0.16666666666666666,1,6,0,ambush,7674,228,7,0,1,0,2,0.0,0,1,2,0,1,0
de_inferno,2,bo3,2022-01-09,2353924,NumberOne Season 2 Finals,0,1,0,1,20463 20464 21014 20462 20465,15118 18731 19964 147 19742,ddias ewjerkz ag1l story arrozdoce,sbt wasink sonesb sixer drac,0,1,ftw,7379,107,16,3,2,6,5,0.6,0.5454545454545454,5,11,0,ambush,7674,228,11,4,2,8,4,0.6666666666666666,0,6,12,1,1,0
de_nuke,1,bo1,2022-01-09,2353884,WePlay Academy League Season 3,1,0,0,0,20104 19284 19899 20736 21468,15569 16726 21012 16486 19310,s1n prosus krimbo aqua hyped,sapec phzy ro1f ztr lnz,0,0,big academy,10254,226,16,1,0,1,0,1.0,1.0,1,1,0,young ninjas,10960,99,14,0,1,1,5,0.16666666666666666,0,1,6,0,1,0
de_inferno,1,bo1,2022-01-09,2353883,WePlay Academy League Season 3,0,0,1,0,15569 16726 21012 16486 19310,20104 19284 19899 20736 21468,sapec phzy ro1f ztr lnz,s1n prosus krimbo aqua hyped,0,0,young ninjas,10960,99,14,0,1,4,6,0.0,0.4,1,10,1,big academy,10254,226,16,2,1,3,4,0.42857142857142855,0,3,7,0,0,1
de_mirage,1,bo3,2022-01-09,2353926,UESF Parimatch Ukrainian Super Cup 2021,4,0,0,0,16885 20126 16325 18281 21065,17153 18240 19590 19617 19614,woro2k wvfeun morex sashqua malkiss,uqlutzavr smash byr9 amster s4,1,0,sestri,10390,206,14,0,1,0,1,0.0,0.0,1,1,0,ec kyiv,10888,73,16,1,1,4,3,0.5714285714285714,0,2,7,0,0,1
de_inferno,2,bo3,2022-01-09,2353926,UESF Parimatch Ukrainian Super Cup 2021,4,0,0,0,16885 20126 16325 18281 21065,17153 18240 19590 19617 19614,woro2k wvfeun morex sashqua malkiss,uqlutzavr smash byr9 amster s4,0,1,sestri,10390,206,3,0,2,0,3,0.0,0.0,2,3,0,ec kyiv,10888,73,16,2,0,10,4,0.7142857142857143,0,2,14,0,0,1
de_ancient,1,bo3,2022-01-09,2353923,NumberOne Season 2 Finals,0,0,0,0,15118 18731 19964 147 19742,20283 20957 20958 21714 21715,sbt wasink sonesb sixer drac,tomiko klameczka bajmi axecho flayy,0,1,ambush,7674,228,11,0,3,1,4,0.0,0.2,3,5,0,gameagents,6652,Unranked,16,2,0,2,0,1.0,0,2,2,0,0,1
de_inferno,2,bo3,2022-01-09,2353923,NumberOne Season 2 Finals,0,0,0,0,15118 18731 19964 147 19742,20283 20957 20958 21714 21715,sbt wasink sonesb sixer drac,tomiko klameczka bajmi axecho flayy,1,0,ambush,7674,228,16,4,2,8,4,0.6666666666666666,0.6666666666666666,6,12,0,gameagents,6652,Unranked,10,1,1,1,1,0.5,0,2,2,0,1,0
de_vertigo,3,bo3,2022-01-09,2353923,NumberOne Season 2 Finals,0,0,0,0,15118 18731 19964 147 19742,20283 20957 20958 21714 21715,sbt wasink sonesb sixer drac,tomiko klameczka bajmi axecho flayy,0,0,ambush,7674,228,16,2,0,4,3,1.0,0.5714285714285714,2,7,0,gameagents,6652,Unranked,14,0,1,0,1,0.0,0,1,1,0,1,0
de_overpass,1,bo1,2022-01-09,2353882,WePlay Academy League Season 3,1,1,0,0,11109 15949 18029 20123 20625,16705 16718 16886 21199 20299,kevve peppzor kst regali banjo,altekz fessor vigg0 mistr brzer,0,0,fnatic rising,11195,85,19,1,1,3,1,0.5,0.75,2,4,0,astralis talent,10954,110,17,0,1,0,3,0.0,0,1,3,0,1,0
de_vertigo,1,bo1,2022-01-09,2353881,WePlay Academy League Season 3,0,1,0,0,16705 16718 16886 21199 20299,11109 15949 18029 20123 20625,altekz fessor vigg0 mistr brzer,kevve peppzor kst regali banjo,0,0,astralis talent,10954,110,16,2,5,4,7,0.2857142857142857,0.36363636363636365,7,11,0,fnatic rising,11195,85,6,1,3,3,3,0.5,0,4,6,0,1,0
de_mirage,1,bo3,2022-01-09,2353925,UESF Parimatch Ukrainian Super Cup 2021,0,0,0,0,20112 20334 21041 21200 21718,20506 17275 12244 15374 19776,alex666 t0kk 1mpact m1she4ka s4ven,wonderful-y qweall sergiz h1glain ao,1,0,okura,11218,149,14,0,2,1,3,0.0,0.25,2,4,0,doge soldiers,11463,Unranked,16,1,0,1,0,1.0,0,1,1,0,0,1
de_nuke,2,bo3,2022-01-09,2353925,UESF Parimatch Ukrainian Super Cup 2021,0,0,0,0,20112 20334 21041 21200 21718,20506 17275 12244 15374 19776,alex666 t0kk 1mpact m1she4ka s4ven,wonderful-y qweall sergiz h1glain ao,0,1,okura,11218,149,11,1,2,1,3,0.3333333333333333,0.25,3,4,0,doge soldiers,11463,Unranked,16,2,0,2,0,1.0,0,2,2,0,0,1
